img_id,light_brown,middle_brown,dark_brown,white,black,blue_grey,mean_R,mean_G,mean_B,std_R,std_G,std_B
PAT_626_1186_898,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.1666666666666666,194.1842708501433,121.04219254039953,125.70388911816626,15.610845169171128,19.310973663799064,20.347129687565328
PAT_666_1271_645,0.0,0.0,0.0,0.0,0.0,1.0,155.99752897950728,123.7731189194783,144.77441264748458,0.0,0.0,0.0
PAT_267_412_275,0.0,1.0,0.0,0.0,0.0,0.0,145.40742427260986,96.3211050080172,100.52963163237274,0.0,0.0,0.0
PAT_1257_887_828,0.0,1.0,0.0,0.0,0.0,0.0,131.79932356546797,114.34962310363233,86.57214744833732,0.0,0.0,0.0
PAT_1981_4023_673,0.0,0.4615384615384615,0.3846153846153846,0.0,0.1538461538461538,0.0,111.41229921108834,69.27642033139863,63.37506164485647,21.74532222478697,22.405816211925515,21.779208731074604
PAT_86_131_107,0.0,0.4285714285714285,0.0,0.0,0.0,0.5714285714285714,94.9104213768498,82.14283655129599,85.43673481025067,32.2585532181024,31.612230546279843,28.589183902161142
PAT_650_3858_329,0.0,0.6818181818181818,0.1818181818181818,0.0,0.0,0.1363636363636363,121.27178678992694,113.13102849843165,101.3950914944656,22.56206528036133,25.754087573064044,24.815335739153262
PAT_403_804_994,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.6666666666666666,104.97458194078013,111.638305778007,113.93038104206704,22.05325428314981,30.490575261065043,33.64041435488883
PAT_964_1821_83,0.2,0.6,0.0,0.0,0.0,0.2,169.64441897648567,130.17983257969578,111.0622630013783,10.627120816516236,18.09748247200785,17.06754014085745
PAT_1243_837_806,0.0,1.0,0.0,0.0,0.0,0.0,127.00829920949504,92.21645827402696,89.4054787921254,0.0,0.0,0.0
PAT_931_1762_69,0.375,0.625,0.0,0.0,0.0,0.0,167.4515159141023,127.44741712672422,108.53478314026718,15.328998033953964,19.1040738723145,17.35522647908047
PAT_86_1109_306,0.2857142857142857,0.0,0.0,0.1428571428571428,0.0,0.0,201.99691625383824,168.91786089057274,164.8618926562849,10.271226274611593,16.65492687138213,17.050239673794053
PAT_313_669_908,0.0,0.8571428571428571,0.0,0.0,0.0,0.1428571428571428,153.5831719856852,116.7749606128524,114.71544763404565,5.6275679855467615,16.488168682336415,14.766764288601394
PAT_846_1607_895,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0,0.375,188.2329007710608,162.72414324506954,173.05498961106588,0.0,0.0,0.0
PAT_180_279_377,0.0,0.3157894736842105,0.3684210526315789,0.0,0.0,0.3157894736842105,128.8631853439505,104.41543984565668,110.10245725189507,24.222650346576675,33.21651640387859,36.64136470522736
PAT_803_1522_907,0.0,1.0,0.0,0.0,0.0,0.0,154.16848997585117,116.02042106286768,107.20624463136764,0.0,0.0,0.0
PAT_2089_4529_762,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,163.30109129924162,119.69599203655514,121.13084702743129,5.933290252120997,14.351290659784866,17.205066534897497
PAT_1497_1712_633,1.0,0.0,0.0,0.0,0.0,0.0,189.2367357273988,141.4440987891019,142.36998887673124,0.0,0.0,0.0
PAT_1349_1229_828,0.0,0.75,0.0,0.0,0.0,0.0,199.92727666251815,102.96948217087797,74.7063470591417,0.0,0.0,0.0
PAT_621_3591_171,0.1,0.5,0.2,0.0,0.0,0.2,132.59529715594587,102.36915496433306,84.70906837154968,27.10601845292427,32.106988956532824,31.994419453289638
PAT_992_1864_653,0.5,0.5,0.0,0.0,0.0,0.0,175.15350950235103,129.29714521290492,111.44719256138973,15.787399588557989,19.315733574973883,21.26265592345873
PAT_868_1657_698,,,,,,,,,,,,
PAT_1267_912_371,,,,,,,,,,,,
PAT_532_3216_633,0.0,0.8421052631578947,0.0,0.0,0.0,0.1578947368421052,139.63064010007332,116.17636924362506,103.34451463072446,13.78860520809485,18.016407935088488,18.894562995057008
PAT_899_1702_32,0.0,1.0,0.0,0.0,0.0,0.0,161.254427056761,116.01527786796304,100.22687680305738,0.0,0.0,0.0
PAT_701_1321_156,0.0,0.0,0.0,0.0,0.0,1.0,125.48178150412872,128.19539179222048,128.9983924856588,0.0,0.0,0.0
PAT_230_1008_673,0.0,1.0,0.0,0.0,0.0,0.0,185.58742408002828,105.78052876027162,94.81218292247222,0.0,0.0,0.0
PAT_1365_1253_912,0.6,0.0,0.0,0.0,0.0,0.4,179.29836092436892,156.0924724915024,147.08550165707598,6.701223033028995,9.297334464731035,9.389153027563085
PAT_886_1684_297,0.4,0.2,0.0,0.2,0.0,0.0,190.3652976923794,152.55722635463317,135.9174246339193,21.13511028478049,34.96147265773748,33.27426104991717
PAT_1671_3008_622,0.0,0.4166666666666667,0.0416666666666666,0.0,0.0,0.4583333333333333,142.5154058670421,122.66457361438532,125.06681215569289,27.704476974863965,27.48358083627737,30.7479264559494
PAT_955_1810_892,0.0,1.0,0.0,0.0,0.0,0.0,132.42277445737653,86.47184649260774,77.11859075180874,0.0,0.0,0.0
PAT_630_1196_710,0.0,0.5454545454545454,0.0909090909090909,0.0,0.0,0.3636363636363636,130.41152897156564,94.27049741508438,112.4626996715884,15.93824853713312,20.4165993074328,21.164178316872587
PAT_1557_2399_681,0.0,0.0,0.0,0.0,0.0,1.0,159.9186019249032,149.61617410876718,158.71662778566184,0.0,0.0,0.0
PAT_1730_3236_7,0.3,0.6,0.0,0.0,0.0,0.0,175.50286528534792,145.48306696722847,118.12630467565866,29.314349112148943,26.005743674399294,20.87537764046017
PAT_722_1376_280,0.0,0.625,0.0,0.0,0.0,0.375,152.21429983693344,112.48880518587345,109.10899193487624,16.261115174225125,23.02148709083717,24.9359435683075
PAT_135_202_105,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,145.04669182137957,87.84277294967085,90.30401521247283,25.980776223221937,26.508464472140457,24.88200600047235
PAT_386_785_536,0.0,0.5714285714285714,0.4285714285714285,0.0,0.0,0.0,118.01086662335608,96.26523184970132,72.5086311441203,30.926996748737096,30.78115865417454,23.87884463107367
PAT_1222_767_519,1.0,0.0,0.0,0.0,0.0,0.0,210.1456450781652,164.2562789898643,143.30211303899662,0.0,0.0,0.0
PAT_1928_3876_437,0.0,0.6,0.3333333333333333,0.0,0.0,0.0666666666666666,110.96463824605377,89.90426043878851,90.33875806247548,24.64164486901808,24.227775506949826,25.186771676172867
PAT_522_3174_761,0.0,0.6,0.0,0.0,0.0,0.4,149.5426726402378,129.4167343328931,120.98497277998058,24.804290842157,25.7494604276356,26.23861811707271
PAT_334_703_907,0.0,1.0,0.0,0.0,0.0,0.0,165.17356360331053,87.37477873989384,79.73769315409265,0.0,0.0,0.0
PAT_528_992_124,0.0,1.0,0.0,0.0,0.0,0.0,132.4203082655828,85.64771341463427,84.18284214092134,0.0,0.0,0.0
PAT_2077_4463_77,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,178.60334772809546,137.85775274217843,131.5777156252944,5.98383898931435,7.402466530986942,10.707605692712512
PAT_1892_3760_713,0.0833333333333333,0.7083333333333334,0.0,0.0,0.0,0.0,206.9513560897624,127.55677383788186,110.36764830077384,17.749646163550736,17.064247662448267,17.661820763162247
PAT_228_348_535,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,124.80815265179405,63.88095537125799,64.30865342417422,19.923924732174136,24.18984082512393,22.310865459780032
PAT_1088_373_781,0.5,0.0,0.0,0.0,0.0,0.0,218.21703980099505,147.5394900497512,115.18563432835823,0.0,0.0,0.0
PAT_2066_4417_201,0.0,0.5,0.25,0.0,0.25,0.0,110.78664192102455,82.94587163438078,73.63316344734916,32.06026329222741,20.899864458794543,15.299538594976465
PAT_856_1626_523,0.0833333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,180.51633188660628,100.79629982444952,77.25035986410484,15.483472342054752,18.92208310429018,17.457451412324303
PAT_900_1711_622,0.0,1.0,0.0,0.0,0.0,0.0,173.00676923076918,108.39999999999996,73.83630769230768,0.0,0.0,0.0
PAT_809_1528_118,0.0,0.0,0.0,0.0,0.0,0.5,181.77904360056263,153.02827004219418,163.88734177215196,0.0,0.0,0.0
PAT_632_3700_890,0.24,0.16,0.04,0.0,0.0,0.32,175.521261613776,123.08500239380778,130.23365829173244,53.43192469874781,45.18681649902199,24.17214725055413
PAT_949_1802_582,0.0,0.75,0.0,0.0,0.0,0.25,109.50228160930996,99.34717224413868,95.43716629587996,15.759728829918586,14.265475556166614,13.582043305370249
PAT_2160_4814_243,0.25,0.625,0.0,0.0,0.0,0.125,170.45372108302473,111.88331085096311,92.46711030707084,23.46436992147196,19.979888876239567,17.82759806939309
PAT_1811_3487_560,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,180.32567256215245,125.89235258782688,123.91426259294036,4.512607798105662,13.422445409544222,13.541860238328828
PAT_1036_169_687,0.0,1.0,0.0,0.0,0.0,0.0,166.15838947203503,126.558671471095,91.99318502271656,0.0,0.0,0.0
PAT_1498_1715_345,0.1666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,162.52596600550322,112.1749678291189,108.61160399715509,14.980201329910855,19.159777303887253,17.810561257711583
PAT_1170_609_378,0.0,1.0,0.0,0.0,0.0,0.0,134.4902463011592,76.05926790519692,51.33500848382674,0.0,0.0,0.0
PAT_268_413_643,0.0,0.5333333333333333,0.2,0.0,0.0666666666666666,0.2,107.19029951690018,86.69778542505614,92.12325778212394,29.07086977707956,34.11677795524106,34.85034461429413
PAT_475_913_874,0.0,1.0,0.0,0.0,0.0,0.0,142.28602501359424,93.39698685346872,89.97290727057543,0.0,0.0,0.0
PAT_526_3205_611,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,157.06420557915564,126.81494481230968,126.9941888020088,5.794639133124605,9.190405375092723,9.813843828255912
PAT_252_383_31,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,227.6511538502143,182.20689426218792,119.94086789843182,12.851562958250923,28.77076356293585,35.57057129510473
PAT_35_48_43,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,202.96252846620723,142.9118512325038,118.588423662922,19.81969432772109,24.719419670506586,24.996153131520902
PAT_1013_82_876,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,161.8510930133179,129.5894687466058,132.68490732408583,10.93931132476908,15.657276845418842,15.397155962150492
PAT_85_129_225,0.5,0.5,0.0,0.0,0.0,0.0,165.78196193629918,119.3595264191176,89.95476000308996,28.21958008374712,36.37370411287936,29.93113051348684
PAT_593_1127_823,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,151.9376571482689,109.81495243234184,125.01858671584746,8.276161659263181,17.042030068135354,18.696315939493743
PAT_720_1362_700,0.0,0.5,0.25,0.0,0.0,0.25,111.72808710853872,93.57906925863034,88.17224764131034,18.44018637956078,25.8656842381694,29.35785895587013
PAT_442_863_795,0.125,0.5,0.0,0.0,0.0,0.375,180.8759625102402,126.31176664508487,132.4633274508677,7.350935211679486,15.626965964435076,20.384994143374147
PAT_1370_1274_515,0.0,1.0,0.0,0.0,0.0,0.0,126.8626398446071,111.390924969508,107.01613200728649,0.0,0.0,0.0
PAT_211_319_777,0.0,1.0,0.0,0.0,0.0,0.0,177.1593463067014,103.90132931341668,91.7489379196932,0.0,0.0,0.0
PAT_999_20_223,0.0,0.0,1.0,0.0,0.0,0.0,104.9093402407436,57.62471430748133,45.772360201127526,0.0,0.0,0.0
PAT_1074_322_662,0.0,0.0,1.0,0.0,0.0,0.0,89.71030006018395,71.42274954862032,60.34726162840689,0.0,0.0,0.0
PAT_1780_3381_999,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0.0,111.40300374411126,86.95398509782704,76.84580359132283,11.767525073476328,12.94381644703347,13.638896349259314
PAT_217_333_61,0.25,0.5,0.0,0.0,0.0,0.25,192.74258331906145,114.25912786511992,124.36606919966448,7.627072405403125,17.104707623459955,21.568151648900685
PAT_316_1457_353,0.0,0.5,0.0,0.0,0.0,0.5,145.9839806377837,143.8071198330596,129.33447542835995,22.182457300612256,32.78719245727322,34.86162094248552
PAT_973_1839_34,0.0,1.0,0.0,0.0,0.0,0.0,152.939304219097,120.75178879842086,115.11522329138906,0.0,0.0,0.0
PAT_757_4220_942,,,,,,,,,,,,
PAT_1340_1208_931,0.0,0.75,0.0,0.0,0.0,0.25,161.2871820490546,139.12277295016142,118.447666897056,6.217760401859437,9.128276474347842,10.839672304027197
PAT_760_1456_878,0.0,0.7777777777777778,0.0555555555555555,0.0,0.0555555555555555,0.0,118.94146093411854,53.532708310860905,47.79879921532921,27.287250946711023,30.1244247123051,30.113500191328697
PAT_2061_4395_587,0.0,1.0,0.0,0.0,0.0,0.0,134.91311196953387,98.85734637407162,93.55028629352718,0.0,0.0,0.0
PAT_177_274_865,0.0,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,158.8002223640096,113.95688539439078,125.38402258589448,11.04801287137508,18.558615579100035,22.733145803102545
PAT_1468_3656_337,0.0,0.6,0.0,0.0,0.0,0.4,159.42915474262065,120.79320436365796,118.64309734996628,7.315886695129564,8.025633516964007,9.548028453181304
PAT_491_934_46,0.6363636363636364,0.3636363636363636,0.0,0.0,0.0,0.0,194.71433820712133,133.51446079618222,118.69737303838242,8.332508639725617,17.54034400862269,17.39256690155689
PAT_609_1159_932,0.0,0.4,0.0,0.0,0.0,0.4,173.8669788211675,132.77545485053184,134.81005414116154,9.610291147271012,23.739971628383746,21.62852318343204
PAT_132_198_114,0.1052631578947368,0.3157894736842105,0.0,0.0,0.0,0.0,211.950328899241,97.76516671697549,92.8009962498544,8.778372976376275,30.259216303754187,24.39229101569316
PAT_517_971_88,0.1454545454545454,0.6181818181818182,0.0363636363636363,0.0,0.0181818181818181,0.1818181818181818,138.75940630522973,111.24865052076522,106.79947122096884,31.046569741383607,26.1324430138968,24.58933522349671
PAT_1171_615_468,0.0,1.0,0.0,0.0,0.0,0.0,165.34529589809972,91.65258378787392,66.77182583472525,0.0,0.0,0.0
PAT_330_1438_323,0.4,0.2,0.0,0.0,0.0,0.0,199.61125386435705,121.76249820464253,127.34948606464695,7.563085074547928,24.622304467912517,25.807753049785347
PAT_36_50_14,0.0,0.9090909090909092,0.0909090909090909,0.0,0.0,0.0,131.2286395594675,69.61947592331302,62.08120103541461,9.823204107935672,9.887456786076676,9.201285207490546
PAT_123_186_718,0.4285714285714285,0.238095238095238,0.0,0.0,0.0,0.238095238095238,170.02319444964,106.43385152611776,113.26313642201374,28.37944192779039,43.29603359393046,38.76181707636393
PAT_113_172_610,0.1489361702127659,0.7446808510638298,0.0425531914893617,0.0,0.0,0.0638297872340425,166.9587375866429,104.78610627626462,99.64018200897414,16.679940557846713,24.77272757778431,24.739918056088825
PAT_1316_1114_517,1.0,0.0,0.0,0.0,0.0,0.0,216.00161616161617,143.63151515151517,127.90383838383838,0.0,0.0,0.0
PAT_240_366_768,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,202.35820436585735,140.86955569397657,123.78201042889712,7.235464549555274,18.89262089435511,21.66598423341993
PAT_628_1191_564,0.6,0.16,0.0,0.0,0.0,0.04,183.9556297320717,150.59745689177277,141.14817110730408,8.462090757498615,13.834698599627473,13.901639814503367
PAT_526_991_109,0.0,0.5384615384615384,0.0769230769230769,0.0,0.0769230769230769,0.3076923076923077,120.88311090705136,97.6338640725232,104.92714128069056,31.142778448843902,34.40211167773703,35.903151866866345
PAT_1680_3038_587,0.0714285714285714,0.6071428571428571,0.25,0.0,0.0,0.0714285714285714,129.68213313235333,106.47793670380996,94.98845383381558,30.895236445417066,30.3788361917243,25.819477613389903
PAT_684_1302_588,0.0,1.0,0.0,0.0,0.0,0.0,136.10536382061608,84.91176386628985,85.84496588735699,0.0,0.0,0.0
PAT_194_298_945,0.25,0.5,0.0,0.0,0.25,0.0,131.0235930505353,103.12950648419844,78.56232834997621,51.86215321523528,44.71249289377213,36.7683543547145
PAT_971_1847_99,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,174.24301954095645,149.73124908009356,140.59641042068864,0.0,0.0,0.0
PAT_1221_766_430,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,0.0,192.0001475965773,141.93643301001887,114.33443055388469,11.279552772228286,11.906776559833077,14.07380739303136
PAT_764_1448_499,0.0,1.0,0.0,0.0,0.0,0.0,157.0019775873434,75.84838497033618,51.73126785321912,0.0,0.0,0.0
PAT_344_718_206,0.0,0.1428571428571428,0.2857142857142857,0.0,0.5714285714285714,0.0,87.93546252269454,66.49121319979457,30.340347680590384,15.642263520927289,16.661137828007302,10.841093788403455
PAT_99_153_636,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,136.41149674109522,89.03621436130639,81.545482880864,11.725960075274806,29.340845165668824,31.443820866146147
PAT_943_1793_256,0.0,0.625,0.125,0.0,0.0,0.25,127.69286371297606,95.03158277310568,100.90609678033702,23.184829669575517,27.506982688939424,29.097004966434582
PAT_2143_4736_227,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,188.21654193457712,153.95523699097015,151.16260848178214,0.0,0.0,0.0
PAT_494_939_518,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,209.6044724661914,122.1987148187144,117.36241450484796,8.129568675149045,18.39305691320351,17.098965720765683
PAT_490_933_352,0.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,155.78580509413143,118.41245235461533,70.03276826226175,24.493372130492347,32.17884292038833,23.589977303396218
PAT_1439_1521_868,0.0,0.3333333333333333,0.0,0.0,0.0,0.5555555555555556,156.05486342244166,136.99475852556787,130.75879374512994,13.645851510705768,26.43330568432924,32.7955931983587
PAT_1733_3239_934,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,204.53322917277765,141.47968915887446,116.46543077459026,25.043552904615492,38.55208273521912,35.98059773864819
PAT_683_1296_237,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,146.32038699724802,131.12692270175626,135.49344367421384,9.255386332619466,15.319399107445577,19.598056195814507
PAT_819_1541_727,0.3333333333333333,0.5,0.1666666666666666,0.0,0.0,0.0,167.60292588448536,98.3620548258586,89.5886831684493,32.61278480125295,39.60683622749062,38.26804785198802
PAT_59_93_342,0.0769230769230769,0.9230769230769232,0.0,0.0,0.0,0.0,170.67762835988054,112.59751056336752,100.08149730059532,7.931825023354463,10.582032861058169,10.306580627064662
PAT_1800_3460_206,0.0,1.0,0.0,0.0,0.0,0.0,137.00343082559323,96.8331942260198,84.55867546410636,0.0,0.0,0.0
