color_light_brown,color_middle_brown,color_dark_brown,color_white,color_black,color_blue_grey,color_mean_R,color_mean_G,color_mean_B,color_std_R,color_std_G,color_std_B,asym_asymmetry_score,asym_asymmetry_index,border_compactness,border_Convexity,border_Solidity,border_fractal_dimension,haralick_Angular Second Moment (Energy),haralick_Contrast,haralick_Correlation,haralick_Sum of Squares: Variance,haralick_Inverse Difference Moment,haralick_Sum Average,haralick_Sum Variance,haralick_Sum Entropy,haralick_Entropy,haralick_Difference Variance,haralick_Difference Entropy,haralick_Information Measure of Corelation 1,haralick_Information Measure of Corelation 2
0.0,1.0,0.0,0.0,0.0,0.0,0.45907283977027447,0.54571263094791,0.5497803472917551,0.0,0.0,0.0,1.5899598393511694,79.15662650571242,0.9001969644443163,1.042732859424249,0.9902565122290714,1.183189279047882,0.041186285583574,0.0489758182055979,0.987826483700659,0.450613537481623,0.363537566541593,0.542123920050299,0.450128938672448,0.794602214604468,0.672221957421024,0.249743739712177,0.451226607602953,0.384595632272605,0.993172103068378
0.0,0.5,0.0,0.0,0.0,0.5,0.5050160120936055,0.5657514894607253,0.6225270582473729,0.23284471998439318,0.26419732564574766,0.4427658940936029,0.6767727331950928,22.03543323550204,0.8110688165668685,1.0671413107532417,0.9727586428617356,1.3006171373628317,0.111687757472171,0.0214663315136418,0.979094333708861,0.138709351553966,0.531578731979948,0.590615874758299,0.138469097556299,0.62330540243156,0.509517576551761,0.351153197521782,0.302827703244318,0.382839792816577,0.987237344078151
0.0,1.0,0.0,0.0,0.0,0.0,0.5740077812783844,0.31986981035298045,0.28483227101417635,0.0,0.0,0.0,0.8759131651200883,50.795295580488265,0.7557714999101162,1.0656182899628992,0.971119496855346,1.2004242251712085,0.0772453176090253,0.0421333857621567,0.960896442742474,0.1425464489757,0.407278480171774,0.418408548577219,0.141759203068501,0.628207659069502,0.576358350415325,0.314518440310157,0.422156296058008,0.502027664321477,0.972694634767461
0.0,1.0,0.0,0.0,0.0,0.0,0.4728998709786316,0.485765839579949,0.5121800681222085,0.0,0.0,0.0,0.5039817011174279,28.76143680103661,0.8075311741125585,1.0555295120558137,0.9803172493978906,1.1230359676956918,0.217685258151291,0.0518046564137723,0.883791296178306,0.0577716989171573,0.485617038156339,0.507309586312553,0.0565919842511725,0.421572637730985,0.416487583278561,0.297270675451081,0.400795415340089,0.580559561758105,0.920796644205234
0.0,0.5454545454545454,0.0,0.0,0.0,0.4545454545454545,0.548205256526287,0.5963025283401637,0.5962254454860857,0.1117264439008495,0.21420041920230326,0.24086281469720167,0.8969748422069787,47.71987590333786,0.5827610950922844,1.0742439412461584,0.9507995187193752,1.187958226512855,0.243839039531427,0.0114043607432581,0.967684444009354,0.0551993583878095,0.663975034645663,0.627137737837723,0.0550966834833795,0.444035858171073,0.342558023236362,0.529727078860338,0.207818728970015,0.379817053296828,0.975675207641286
0.1666666666666666,0.6666666666666666,0.1666666666666666,0.0,0.0,0.0,0.4952290196252481,0.5456121758482366,0.5302683723610357,0.47459727147419134,0.6097190960460809,0.5288531959227472,1.431959003827893,47.88852938102749,0.5180404950842927,1.1148496479295886,0.872856804474974,1.152064571087855,0.0276483175915521,0.181608711885273,0.945252901400061,0.425829527972407,0.27361396515357,0.498256282555706,0.421756647636214,0.788198159296732,0.784587308645747,0.108964378078835,0.647365076213213,0.59701866396108,0.966430551303203
0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5257476845217998,0.5515442277309766,0.6577766729202855,0.2499272600517828,0.44065622120519815,0.5671665608003654,0.645363517462008,33.016360018768225,0.5720433679237377,1.1032373227934384,0.9187581235176674,1.183935675941746,0.052338089446529,0.124806463463471,0.941768059976987,0.277353440862608,0.361033520815036,0.620680206092975,0.274566454786955,0.74653299267707,0.718479470899087,0.151447532786733,0.566776430543146,0.552589360379568,0.972527918299774
0.0,1.0,0.0,0.0,0.0,0.0,0.6629848655996858,0.5628712034489012,0.35667392506708756,0.0,0.0,0.0,1.0756702566577898,54.65851365717816,0.0898507130048541,1.1010107888206389,0.3641796757331443,1.2218458516680932,0.148035600144106,0.0414084656400962,0.899799353280823,0.0541205684392286,0.420496855380365,0.605088634329845,0.0532132947166116,0.447670539443561,0.468580106246986,0.253079168951073,0.411116934233473,0.638859586003466,0.897100036227581
0.25,0.0,0.0,0.0,0.0,0.0,0.783583891342516,0.8454038683544969,0.8561503666870885,0.0,0.0,0.0,1.3747811447802372,71.61279461274734,0.4484904527007313,1.0954869879640232,0.848668419247914,1.141153654183047,0.225868740332589,0.0136135534007314,0.970331439797332,0.0689995108105515,0.637336059029217,0.876330196263372,0.068859478323475,0.479710977318265,0.373175454342992,0.392345857569445,0.223553082570955,0.374829248124836,0.979711599081766
0.0,1.0,0.0,0.0,0.0,0.0,0.5831605063969106,0.3832970281405711,0.26611926161972477,0.0,0.0,0.0,1.069342232638848,69.97512476920643,0.6843533491797057,1.068735605280304,0.971476959350668,1.268863360625662,0.275606855064118,0.0017327380521784,0.992676252699419,0.0756010058069551,0.838288670993617,0.458258624143277,0.0757893081513131,0.508146057408192,0.28707552770125,0.78385761590889,0.0482058569564138,0.144806426270059,0.995959487793359
0.0,1.0,0.0,0.0,0.0,0.0,0.5485433267047864,0.49012019886948976,0.5810596523584155,0.0,0.0,0.0,1.1068965637719308,10.689646393920237,0.7930015887352021,1.0594815906692598,0.9846096002005263,1.241027021699654,0.472791793882358,0.018783102751924,0.919086802571074,0.0316528346896203,0.68998495104973,0.545730233329195,0.0313155803898025,0.302075894661694,0.261311610338528,0.50998244459435,0.23954424624045,0.489593503725691,0.933394636686705
0.0,0.4545454545454545,0.0909090909090909,0.0,0.4545454545454545,0.0,0.28664117795902033,0.32515664685928114,0.332724773943363,0.587711544035766,0.5820070694321205,0.5428115314533962,0.9478000374454753,47.657741995845925,0.6992929470394836,1.0648178958904722,0.9610090505065044,1.303177659967065,0.0545435666260029,0.0204042962036812,0.99645985213437,0.45900252807741,0.496013196716085,0.281970940777022,0.459295719173789,0.805179678028745,0.614106814473695,0.445679576490935,0.299369667226043,0.274686085490951,0.997359199218751
0.0,0.6,0.0,0.0,0.0,0.4,0.498295269750187,0.5574011441990342,0.5890324568563979,0.27091755878818785,0.4127208567905508,0.41793528867196095,0.6503409681646689,31.21304113459428,0.3715847906719634,1.1182810486117438,0.5710817061508515,1.193866306434753,0.0707974688355558,0.0647782381795142,0.963486402700645,0.228236370352684,0.442813064027965,0.522694123454141,0.226978269704428,0.720892027369158,0.64110255239255,0.215957818406922,0.449344171166995,0.459650275692871,0.984267153334415
0.0,0.5,0.1333333333333333,0.0,0.0,0.3666666666666666,0.3603076336265667,0.414082056105853,0.48792295872400043,0.34588362443515186,0.30468263142202834,0.2521611652962757,0.3054744635385081,12.03840250398062,0.8179056265803392,1.064033598492697,0.9838769376545312,1.219847483780905,0.078440903736447,0.0544305020652907,0.928697279508634,0.100937408217682,0.334592167146947,0.408724907816063,0.099755488936014,0.567749311519147,0.573651957960195,0.269102917381589,0.468386645357381,0.610138873152335,0.936944838348422
0.0,1.0,0.0,0.0,0.0,0.0,0.43872475204855244,0.517545996639237,0.48516188942218447,0.0,0.0,0.0,1.250398406369618,36.33466135443975,0.6411863034334933,1.0830079455632968,0.9297157144180016,1.2007721730798626,0.14293521609386,0.0540676149487293,0.830324510640813,0.0397641450641202,0.321387523268356,0.509350503107004,0.0384954809446248,0.386240843971852,0.457067972604561,0.264943093492452,0.473748276273598,0.737373423844041,0.799872708200772
0.0,0.5,0.0,0.0,0.0,0.5,0.5110770504697514,0.6437012533671136,0.6669438152896701,0.07753080861611171,0.21237072771423604,0.15698745754718957,1.1737539096278025,75.64384108594642,0.8116861168064022,1.0571594737852266,0.9770481144343304,1.2482916790050262,0.312045670259996,0.008428935473854,0.959172901487439,0.0344135344178761,0.65730315931244,0.653965711558208,0.034357706446628,0.348646360640232,0.270168893155029,0.571616812474458,0.177240571090886,0.412452464841515,0.960792451590079
0.0,1.0,0.0,0.0,0.0,0.0,0.47223521188008477,0.42306819818629127,0.4194458584143826,0.0,0.0,0.0,0.2488467772086075,14.175289864037415,0.8370107416647968,1.0705130319976257,0.9703605129445924,1.1678621682843329,0.19096533541559,0.0396297312125066,0.877180379387961,0.0414267230758798,0.405671528677871,0.457817054096181,0.0405470324268191,0.368755280751209,0.396472491392755,0.339373292811842,0.400663939118261,0.647651566577957,0.871550783024938
0.0,0.8571428571428571,0.1428571428571428,0.0,0.0,0.0,0.3951471067037743,0.36889324647526267,0.3190979120080359,0.17278896879455985,0.22171165354382216,0.16952481176635545,0.4389550445839261,37.559107891411536,0.8635946277813452,1.0553794423709788,0.9915725913494202,1.364338929152964,0.186593649394221,0.009813170174958,0.975454724911751,0.0644842579421906,0.597897545915481,0.377350289482206,0.0644388027176368,0.48605975202379,0.371074177748596,0.607719740284419,0.196853840049664,0.359918543957545,0.98184242961201
0.0,1.0,0.0,0.0,0.0,0.0,0.5898921326029922,0.4487638530637702,0.34926968496981514,0.0,0.0,0.0,1.7894096165536584,82.63745181571839,0.3183365701149432,1.100939127317318,0.3442447776621526,1.114817911905011,0.106549913451004,0.101381252478027,0.829928966946803,0.0765805253661469,0.366974949260729,0.5088075990979,0.0741038178575183,0.507429659815698,0.544178180175862,0.189714709558436,0.517099345729112,0.670008399558935,0.893243588316853
0.0,0.0,0.0,0.0,0.0,0.6,0.6281554768880465,0.7206475059081984,0.8181371225907165,0.0,0.0,0.0,0.5352556052306393,35.493377538865865,0.8839077082742429,1.0497623794316004,0.9922409782680932,1.2264192198564667,0.0528181654732486,0.102645260298238,0.926935229853139,0.183555761696566,0.320234756507544,0.74009136950901,0.181213904113961,0.653379188830142,0.664086633887667,0.170614629212135,0.556749999405527,0.619592866332198,0.944605109333974
0.0,0.5,0.0,0.0,0.0,0.4,0.5296828404990336,0.5934115130967386,0.6148365147240319,0.3379429010731717,0.436573025825432,0.4523761413804517,0.4922049825907025,35.391008188216595,0.5423576405114774,1.1894332162427168,0.8397558414480294,1.2572365909863157,0.0740230506509834,0.0216697010184096,0.991086146165623,0.276938104296693,0.536731410270472,0.617404495956913,0.276910361774548,0.741406475310726,0.577167793867077,0.345290224355694,0.305471992931555,0.309639530087567,0.995234083957728
0.0,1.0,0.0,0.0,0.0,0.0,0.6520750191977633,0.36315903885498846,0.401576719482503,0.0,0.0,0.0,0.7641814401136503,45.42041831473078,0.5800512701104024,1.088193364646654,0.8888491566839501,1.2313898669981285,0.126510471565105,0.0325430005093251,0.964006514836274,0.121501869192935,0.502987424973921,0.487040763838323,0.12093807590188,0.570744876569039,0.501368039519527,0.383557921353778,0.354210335216627,0.462095450168296,0.974442870112409
0.0,1.0,0.0,0.0,0.0,0.0,0.4442618044923192,0.4085887273883322,0.4264408287143258,0.0,0.0,0.0,1.5537972228639412,99.9999999996958,0.7623758331598655,1.0743958784408132,0.9480070598617444,1.2904382559428775,0.0794996285651483,0.0565043504712737,0.943753265510281,0.132490212886812,0.344722598382798,0.439837589156704,0.131302549451599,0.552862864412651,0.554865082202851,0.30638760872038,0.477138927596589,0.596288698760706,0.940162045164769
0.0,0.8,0.0,0.0,0.0,0.2,0.4515848217343592,0.4453728680907436,0.5118944205550665,0.1530538004817041,0.19218743634754484,0.24297440863847172,1.096587344027857,76.19448165766306,0.8250741321158532,1.0601915077449575,0.9804011440305076,1.2346674427827646,0.155715393346319,0.025456939526675,0.941397212070373,0.05978523659084,0.472216330295896,0.46186536048937,0.0593137511376753,0.4601321082826,0.435213342760938,0.331047918130078,0.338889807118295,0.5437540249799,0.943250190532696
0.1,0.4,0.0,0.0,0.0,0.3,0.6486188410150583,0.6558452950874978,0.7121785509521682,0.4055406018978061,0.6442698265686748,0.6562674435576372,1.415595272131254,77.18268141953143,0.3906273156889093,1.1161464950893134,0.6058961751242514,1.1426181288109274,0.0428104266893379,0.067325976178868,0.977355022562968,0.36393706771738,0.423729523020333,0.702208080729108,0.362824758046553,0.819027288603728,0.712214373066254,0.189227521325511,0.460383551611406,0.423291037392156,0.991284403990269
0.0,0.8,0.2,0.0,0.0,0.0,0.44772011010645185,0.318800116035778,0.3236708377704169,0.3728429344128739,0.35808425463366605,0.3875049332645084,0.8215200950054344,31.442590161865848,0.7949442827198504,1.0689527292339742,0.9764418675617944,1.115138496332717,0.133319762770181,0.0126074836209053,0.991267009721355,0.183564924797675,0.623943627133136,0.422921388241486,0.183632456491833,0.6490077513231,0.472613824247649,0.546198184022797,0.220347669668479,0.269734080989061,0.994692336448813
0.0,0.0,1.0,0.0,0.0,0.0,0.31039725741890234,0.3721824474816518,0.3699235003159823,0.0,0.0,0.0,1.4230982189644583,42.309832286737695,0.8109395146315899,1.0811934699790289,0.9701323737308828,1.2842510877941693,0.139657812318842,0.0131412783904087,0.993951869134922,0.242170356446437,0.554089816274757,0.361461196483464,0.242316010704219,0.625402596289654,0.471098586430979,0.49906926667107,0.235753418381256,0.302365716589005,0.992793996838143
0.0,1.0,0.0,0.0,0.0,0.0,0.7273791804838328,0.4148765040001654,0.4096429426966944,0.0,0.0,0.0,1.380458108875131,54.30298252519907,0.7584065407239179,1.083161628968865,0.9418777328603252,1.2017269893024614,0.0762729255535034,0.093658041477268,0.830145978579278,0.0706942110374387,0.248175837205512,0.545709659108343,0.068414892256041,0.498005789172068,0.587061842890149,0.170985591049773,0.577173570094616,0.771676010478327,0.803434976550285
0.25,0.75,0.0,0.0,0.0,0.0,0.6582791016794709,0.5803472832603287,0.5409829418763588,0.29193224859446254,0.3208011157961756,0.2628626268001088,1.4118402948538318,72.71982375370291,0.02932343121969,2.297225144877649,0.3884020369578118,1.0506122694885345,0.0951637699684772,0.0230785821740562,0.980394866641994,0.156155936295976,0.50775055500971,0.617391374621791,0.155900048192791,0.646596971417153,0.531744917424922,0.317815952596863,0.316644024812478,0.38623053513297,0.987442113871955
0.0,1.0,0.0,0.0,0.0,0.0,0.5184123065539785,0.41103624297538843,0.3914996756609031,0.0,0.0,0.0,0.7501401345270868,51.75168161420758,0.7608656394253182,1.0481606519160684,0.9859758203799656,1.1441014115049388,0.209174644885452,0.032071955431095,0.886099386080405,0.0363033693511141,0.488930375862837,0.46489948422763,0.0356178434548268,0.380415920252551,0.383692682095751,0.432327831525049,0.355538726981825,0.595648913890217,0.90461793711774
0.5,0.25,0.0,0.0,0.0,0.25,0.7130997890012901,0.6902407950483346,0.6707985885094156,0.09149814061326113,0.2933910559021624,0.37588078421758087,1.0177026917759349,54.377172419195496,0.5654052238385954,1.0800877013852508,0.9085634547591068,1.219537140119132,0.0823575443611784,0.0996426072130788,0.823059706211477,0.0721501559875012,0.290711193422467,0.740415391373828,0.0697129883005214,0.494033219166116,0.569422169016419,0.158477165519608,0.578882580640345,0.742135985899871,0.837586450038014
0.0,1.0,0.0,0.0,0.0,0.0,0.436811631735871,0.4189017482157157,0.38262281000973053,0.0,0.0,0.0,0.7339754836671224,29.874954609208444,0.6728659323403033,1.0792503041989314,0.939273642955502,1.1399340875390491,0.217512043231973,0.0141526563309463,0.954396824642688,0.0461763669785728,0.607350016911506,0.438837409514333,0.0459859216938366,0.43137083236411,0.359079358251793,0.583933972939672,0.239722202298809,0.44166421012525,0.964374422034325
0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.6467231876421109,0.8268657578961812,0.8510234504877974,0.0,0.0,0.0,0.8143944270212801,30.076498958492493,0.5834679293551698,1.1108666065889146,0.9172447286413856,1.1867269706022512,0.0757927636069714,0.0481325743098139,0.966771044622877,0.188145600860313,0.396681422079182,0.814422786436971,0.187269717987939,0.662104925519251,0.600125752243346,0.180044165110743,0.430008602966272,0.4881906654507,0.977256642733146
0.1538461538461538,0.7692307692307693,0.0,0.0,0.0,0.0769230769230769,0.6046834475987704,0.4306240808491759,0.3659975701293255,0.4204986563479696,0.5571204922346822,0.6068425771123459,0.685451923554609,33.4703552070857,0.3805923581169579,1.176735334553498,0.6633424958768555,1.2244857547741377,0.0542496841487622,0.073986235564492,0.964522879434931,0.266200064687699,0.336698389742714,0.541630325249779,0.264755421351735,0.729297090841104,0.670242234869637,0.177085757806238,0.487790763268958,0.495629652725327,0.98092992764272
0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.8050482521110608,0.8262393966980357,0.6897917198575588,0.3532588097727121,0.47295850090634295,0.4152392438251981,0.8822447992242576,64.04450895004783,0.8166467663290291,1.0532182029373354,0.984426346620946,1.139347027839637,0.0697721701981646,0.0442223227849012,0.979896632263241,0.272393034863461,0.445732832167301,0.811551263375203,0.27175462673545,0.719520485926114,0.614194221178296,0.204128167693335,0.417238107115726,0.410196105408458,0.988797350400862
0.1666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.6586526974314675,0.7115706462918363,0.7603440590583082,0.10819532263597513,0.21990789235799904,0.18640494066588104,0.3684052012912279,18.82525200098362,0.821844124532299,1.0531403068104412,0.9873259981095251,1.210311129746074,0.277983484256566,0.0126810960414764,0.971170093029942,0.0670743829003367,0.687035838764769,0.728823200239261,0.0669562671339892,0.476874252239581,0.350175311270137,0.380571601037542,0.192073761673301,0.333976884931879,0.983708379277852
0.0,1.0,0.0,0.0,0.0,0.0,0.6298958634426602,0.4410628505780484,0.48044879372845123,0.0,0.0,0.0,0.6249999999983294,31.461286804714163,0.804385921905564,1.045486099425181,0.9819958503446892,1.1686093571779137,0.0829235730936829,0.0698778347807966,0.902463440362896,0.093827595097651,0.325620780208828,0.533642704478789,0.0922211009131304,0.540387520539853,0.557551423754245,0.262369573552389,0.501299925198382,0.628134054584199,0.922426535001026
0.0,0.8461538461538461,0.0,0.0,0.0,0.1538461538461538,0.5248263304864115,0.5459651086469888,0.5812617992369449,0.2612984213277653,0.41141634221705414,0.42784315208395196,0.5868255455868916,28.26348908815716,0.5926420621644752,1.1427269671021285,0.8552126867807867,1.19713295557346,0.0822811984096045,0.105140551802039,0.907167055831192,0.148307996370236,0.270384548222647,0.49722151824321,0.145843788521891,0.551463108312091,0.608426904974551,0.154980355389269,0.589767818486067,0.695720519828584,0.891546974623276
0.0,1.0,0.0,0.0,0.0,0.0,0.4624076290443435,0.43594532041989775,0.4073584254644999,0.0,0.0,0.0,1.4913065815431432,75.29525643635215,0.1650795972855134,1.1604263973413338,0.3795805715907832,1.2438969654019034,0.232012396952594,0.0162236890297005,0.962917491889385,0.0640028662538635,0.57405810627054,0.46125588104969,0.0637851090741005,0.419730156694962,0.366033302928258,0.56730430769058,0.264461352321284,0.477791433797381,0.955865735601675
0.0,1.0,0.0,0.0,0.0,0.0,0.5279622298423471,0.4707986501547615,0.33908898200553095,0.0,0.0,0.0,0.2790267540570099,11.469738243216373,0.8396844945215627,1.0546370046875746,0.982903216092508,1.1856298251038997,0.0299703022136736,0.317663972569125,0.718203111783164,0.14697051294238,0.142889469761036,0.497620571923215,0.138817154615037,0.616804733219726,0.778444645463479,0.0505471288394412,0.79967437258696,0.899554035036582,0.654254657510865
0.0,0.8571428571428571,0.1428571428571428,0.0,0.0,0.0,0.3993699936710955,0.375257654272992,0.33824466324356306,0.2704814451521922,0.2600252040344521,0.23993920618638281,1.349802165071164,66.68088907510776,0.1539067147730934,1.2282287986495322,0.4052355306112995,1.1420664882399243,0.127300276550035,0.0214574015402517,0.973244238283395,0.110950248500418,0.531021590701542,0.367603745259191,0.110666464023175,0.574240404865801,0.480000192283611,0.462131889210868,0.29955215382694,0.41527311192851,0.981043569784562
0.0,1.0,0.0,0.0,0.0,0.0,0.7012241383961262,0.5535796765303451,0.5287615519880761,0.0,0.0,0.0,1.508781515882477,52.6344547653554,0.6827772340223793,1.0502619578234154,0.964683734939759,1.1785619327366916,0.12432324841134,0.0634964054526995,0.894118555662356,0.0782866168047314,0.377046871805568,0.633494130056999,0.0768263827199666,0.4875225811476,0.510978144915848,0.257305363349422,0.469986110992819,0.639290873631299,0.907336747155913
0.0,0.2222222222222222,0.4444444444444444,0.0,0.3333333333333333,0.0,0.29802559933921136,0.34911348367368233,0.2789815900440884,0.48367285276344074,0.4430493497352361,0.35931513552518496,0.4858118318677421,18.90076677669776,0.8606541710702995,1.0442810360587,0.9898066589108636,1.1809270733038024,0.127913103785959,0.032809529771432,0.979312956949029,0.202867141102814,0.46830816166924,0.247691393437581,0.202424509097987,0.589765739122892,0.50869243875803,0.449239350008817,0.360231532863221,0.438251824916877,0.979349988278669
0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.5555555555555556,0.13615253292218302,0.4194302566975451,0.5176672152770186,0.5619769623248009,0.5107729595881434,0.49479335481222636,0.2708550483783088,13.167920884899504,0.6774617178965837,1.1418982191167146,0.924200970487161,1.26982111814051,0.0449849523893875,0.0364372665904044,0.988343883279259,0.356000623123977,0.445325844730676,0.309532872344093,0.355702369077641,0.798270016835999,0.665339279734101,0.304856522793066,0.391291043614767,0.376043614285004,0.993595881119601
0.0526315789473684,0.631578947368421,0.2105263157894736,0.0,0.0,0.0,0.6741017289312201,0.48603409633818606,0.3193547511400105,0.7962119138980643,0.766992109816771,0.6263777152076507,0.2873965626980211,13.14449395285523,0.5853230856209406,1.20013014890266,0.8957947255880256,0.9924164730590876,0.0089820936683296,0.525502859656097,0.878640854123631,0.568699756855052,0.126549015913813,0.49075802270526,0.555649678967111,0.867716435746226,0.890162808505806,0.0369379462536647,0.864027077464692,0.635199804605055,0.965090578438845
0.0,1.0,0.0,0.0,0.0,0.0,0.48691922469390025,0.3413750967877892,0.304347000078724,0.0,0.0,0.0,1.5239542801520083,64.95622568077899,0.3045059525179106,1.0622336789841114,0.4024566297193472,1.1313374652400443,0.0667187849750457,0.0386749556449033,0.972718032338969,0.18400976092582,0.403776457971545,0.400551869138189,0.183380438912776,0.676246252750795,0.592118757314389,0.34837591695371,0.405570541474114,0.444428940698115,0.983861514519342
0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.1666666666666666,0.7438880482944387,0.5756049351187406,0.6364498293876444,0.271362716434427,0.3325903558368596,0.34891922121376673,0.3385181089389136,16.914634251332615,0.800256215246188,1.0582215158438368,0.9784891582672408,1.1448079448458712,0.137085454232944,0.0161701425676414,0.981159500998094,0.120268682012284,0.584307557120225,0.671309604053869,0.12014107539953,0.599466984195546,0.469148482507029,0.332236276115259,0.257647659705444,0.349102252360434,0.988900717576101
